51, 36, 0.47570040022870214, 0.5275619681834998, 0.6350762527233116, 0.08714596949891068, 1, 1836
40, 29, 0.48979862919079753, 0.5227465331278891, 0.5594827586206896, 0.06982758620689655, 1, 1160
51, 33, 0.5045132172791748, 0.5457603254067585, 0.44682115270350564, 0.15448603683897802, 1, 1683
43, 29, 0.4505561735261402, 0.5564516129032258, 0.4971932638331997, 0.08500400962309543, 1, 1247
41, 24, 0.46546052631578944, 0.5439666238767651, 0.3089430894308943, 0.15447154471544716, 1, 984
37, 32, 0.4650094696969697, 0.4601556101556102, 0.5574324324324325, 0.06756756756756757, 1, 1184
49, 31, 0.4740919481838964, 0.5230481393907394, 0.5852534562211982, 0.08097432521395655, 1, 1519
41, 31, 0.4457441711913127, 0.5176587780729291, 0.6357199055861527, 0.07946498819826908, 1, 1271
49, 37, 0.49067448879243103, 0.5599697846516273, 0.4396028681742967, 0.1594043022614451, 1, 1813
43, 35, 0.46772028959915235, 0.5060367378618449, 0.5375415282392026, 0.07242524916943521, 1, 1505
38, 23, 0.5028604118993135, 0.544568658488326, 0.6086956521739131, 0.06864988558352403, 2, 874
47, 28, 0.45886789181692095, 0.5058355711629828, 0.6261398176291794, 0.08054711246200608, 1, 1316
45, 40, 0.47175398633257404, 0.5384206529992407, 0.48777777777777775, 0.0661111111111111, 2, 1800
45, 26, 0.4643952062430323, 0.5063204508856683, 0.4717948717948718, 0.13846153846153847, 1, 1170
47, 29, 0.4456327260897853, 0.4820855078281815, 0.6221570066030815, 0.07043286867204696, 1, 1363
43, 37, 0.45866618420686395, 0.5000718511244702, 0.6103079824010057, 0.07291011942174733, 1, 1591
48, 42, 0.4019420671494404, 0.46571620583717355, 0.5381944444444444, 0.052083333333333336, 1, 2016
48, 36, 0.4708382759984183, 0.5070803677342823, 0.6504629629629629, 0.08159722222222222, 1, 1728
45, 34, 0.5083120204603581, 0.5223266745005876, 0.5562091503267974, 0.08758169934640522, 1, 1530
46, 27, 0.45327304048234285, 0.5238877654196158, 0.41545893719806765, 0.16022544283413848, 1, 1242
49, 36, 0.4775382417212977, 0.5401062088980827, 0.37471655328798187, 0.16043083900226757, 1, 1764
40, 33, 0.4854737854737854, 0.5076587301587302, 0.4772727272727273, 0.13712121212121212, 1, 1320
56, 32, 0.471484375, 0.4905641233766234, 0.49107142857142855, 0.17243303571428573, 1, 1792
52, 30, 0.5058159722222222, 0.5303735977564102, 0.49230769230769234, 0.17115384615384616, 1, 1560
45, 22, 0.47599370326643053, 0.5025974025974026, 0.4666666666666667, 0.14343434343434344, 1, 990
41, 32, 0.48187114791987673, 0.5127400503589011, 0.4946646341463415, 0.06021341463414634, 1, 1312
54, 45, 0.4606407322654462, 0.522254710851202, 0.5395061728395062, 0.09876543209876543, 1, 2430
45, 32, 0.4584160052910053, 0.575798549872624, 0.39375, 0.15625, 1, 1440
43, 33, 0.46209366391184575, 0.5424242424242425, 0.5813953488372093, 0.07822410147991543, 2, 1419
41, 25, 0.4971270718232044, 0.4971701926964021, 0.5297560975609756, 0.0897560975609756, 1, 1025
51, 29, 0.4644093615842681, 0.5019949077355172, 0.5050709939148073, 0.15889114266396215, 1, 1479
39, 22, 0.4506594441827602, 0.5585226517869005, 0.44988344988344986, 0.15384615384615385, 1, 858
53, 33, 0.44647372311043687, 0.4942112529367597, 0.4453973699256718, 0.15551743853630645, 1, 1749
48, 42, 0.4279007377598927, 0.4789151576123407, 0.4930555555555556, 0.08134920634920635, 1, 2016
45, 31, 0.5049899193548387, 0.4971875, 0.45878136200716846, 0.16989247311827957, 1, 1395
44, 29, 0.45027223230490016, 0.4929425837320574, 0.5211598746081505, 0.17163009404388715, 1, 1276
39, 28, 0.46035862477771194, 0.4936695393126928, 0.4413919413919414, 0.14102564102564102, 1, 1092
49, 34, 0.45370249869859447, 0.507088676178436, 0.5426170468187275, 0.07202881152460984, 1, 1666
49, 37, 0.4755808440018966, 0.4985230934479055, 0.5030336458907887, 0.06067291781577496, 1, 1813
49, 29, 0.4744084301641812, 0.5579112954868168, 0.5158339197748065, 0.07389162561576355, 1, 1421
44, 32, 0.4560680650684932, 0.5073941469489415, 0.4147727272727273, 0.1377840909090909, 1, 1408
52, 33, 0.43930117501546073, 0.4684458398744113, 0.5710955710955711, 0.0641025641025641, 1, 1716
43, 29, 0.5072748435908628, 0.5767834363654205, 0.38011226944667204, 0.20529270248596632, 1, 1247
52, 45, 0.49878322126160746, 0.51731877632454, 0.5931623931623932, 0.06324786324786325, 1, 2340
37, 25, 0.46612476370510403, 0.47818423338272115, 0.5718918918918919, 0.08756756756756756, 1, 925
54, 38, 0.49205624136547976, 0.4963229529275253, 0.5755360623781677, 0.06042884990253411, 1, 2052
52, 37, 0.45516972430397773, 0.49533104912653214, 0.41424116424116425, 0.1548856548856549, 1, 1924
47, 32, 0.48964389534883723, 0.5654688273132112, 0.4574468085106383, 0.10837765957446809, 1, 1504
